  0  -31.431  -37.734   -1.848   -0.601   -0.349
  1  -41.922  -36.796   -1.188    0.615   -0.627
  2  -41.461  -28.254   -0.613    0.095   -0.544
  3  -35.407  -29.338   -1.158    0.545   -0.584
  4  -32.222  -18.706   -1.480   -0.107   -0.627
  5  -21.277  -37.753   -1.574   -0.343    0.052
  6    1.955  -21.658   -0.873    0.744   -0.401
  7  -20.204  -19.304   -0.664    0.710   -0.490
  8  -11.216  -11.952   -1.558    0.187    0.211
  9  -17.805   -5.828   -0.202   -0.412   -0.722
 10  -25.352  -50.880   -1.570   -0.071    0.204
 11  -35.182  -49.700   -1.670    0.632   -0.851
 12  -30.712   -2.059   -1.522   -0.860    0.348
 13   11.338  -40.785   -0.992   -1.050    0.509
 14   -8.345  -30.606   -0.853   -0.873    0.035
 15  -16.823  -29.137   -1.892   -0.568    0.422
 16   30.714  -23.706   -1.644    0.717    0.589
 17   38.538  -20.749   -1.419    0.364    0.884
 18   48.592  -21.805   -0.316    0.781   -0.176
 19   -2.187  -33.630   -0.240    0.723    0.627
 20   28.974  -38.814   -1.819   -0.428   -0.543
 21  -11.785  -43.966   -1.736    0.915   -0.608
 22   -5.284  -42.994   -0.899    0.340    0.072
 23    1.943  -43.765   -1.411    0.796    0.502
 24  -10.682  -20.440   -0.799   -0.866   -0.513
 25   23.181  -23.634   -1.290    0.042    0.480
 26    8.997  -32.061   -1.392   -0.920    0.090
 27   13.518  -22.805   -0.600   -0.684   -0.383
 28   46.358   -6.505   -1.183    0.201   -0.035
 29    4.242  -11.606   -1.913   -0.997    0.003
 30    0.039   -7.569   -0.313   -0.921   -0.855
 31  -10.358   -6.682   -1.594   -0.756   -0.135
 32  -15.986  -54.161   -0.265    0.301    0.138
 33   12.787  -47.596   -1.096    0.297   -0.386
 34    6.104  -53.312   -1.969   -0.145   -0.378
 35   33.668  -33.978   -1.646   -0.176    0.939
 36   54.964  -29.005   -0.846   -0.903   -0.023
 37   51.241  -32.530   -1.929    0.815    0.780
 38   42.528  -32.772   -1.588   -0.835   -0.903
 39   36.647  -30.107   -0.347   -0.607    0.802
 40   54.807  -18.999   -1.138   -0.202    0.608
 41   57.998  -37.766   -1.865    0.672   -0.177
 42   50.592  -39.604   -0.410    0.812    0.666
 43   24.107  -37.969   -0.040    0.601    0.962
 44   39.750  -39.649   -1.698    0.096    0.267
 45   18.104  -29.224   -1.452   -0.438   -0.089
 46   28.520  -29.376   -1.516    0.732   -0.614
 47   47.029  -49.066   -0.395    0.594    0.533
 48   34.636  -49.491   -1.497   -0.093   -0.507
 49   20.735  -52.506   -0.867   -0.837   -0.834
 50   43.495  -27.581   -0.932   -0.224   -0.279
 51   42.700  -32.703   -1.563   -0.867   -0.073
 52   97.581  -16.930   -0.648    0.170    0.306
 53  104.232  -37.586   -0.193    0.484    0.045
 54   65.155  -28.313   -1.770    0.903    0.921
 55   82.924  -33.904   -1.955    0.208    0.564
 56   77.257  -24.115   -1.241    0.837    0.101
 57   71.120  -39.968   -0.320   -0.634   -0.332
 58   66.358  -20.848   -0.878    0.544   -0.918
 59   76.278  -50.234   -1.979   -0.515    0.907
 60   84.082  -42.404   -1.980   -0.342   -0.117
 61  108.231  -51.697   -0.936    0.673    0.973
 62   84.151  -25.462   -0.846    0.904   -0.630
 63   74.468  -33.004   -1.385    0.020   -0.457
 64   93.816  -38.669   -0.254    0.467   -0.014
 65  -81.964  -37.486   -0.573    0.386   -0.537
 66  144.958   69.571   -0.494   -0.129    0.917
 67    1.730   88.159   -1.142    0.641    0.961
 68  103.016   87.395   -1.041   -0.277   -0.240
 69   44.986   79.077   -0.552   -0.674   -0.287
 70  136.383   32.936   -1.053   -0.404    0.210
 71  107.227   41.602   -1.068   -0.202    0.818
 72   58.961   33.178   -1.278    0.211    0.105
 73   12.300   24.420   -1.629    0.713    0.747
 74  -29.833   17.102   -0.031    0.199    0.022
 75   16.725    5.512   -0.065   -0.231   -0.913
 76   66.168   -4.835   -0.183    0.140    0.924
 77  -48.554   86.089   -0.898   -0.379   -0.425
 78  -26.283   58.448   -0.744   -0.254   -0.438
 79  -54.396   39.354   -0.323    0.880    0.009
 80    3.610    1.716   -0.922    0.288    0.673
 81   21.445   -8.039   -0.762    0.624   -0.378
 82  -21.419   -3.918   -1.064    0.128    0.483
 83  -23.080   61.383   -0.058   -0.805    0.587
 84  -35.619    5.217   -1.218   -0.321   -0.616
 85  -21.510    5.754   -0.643    0.215    0.340
 86   -7.199   -0.442   -1.561    0.046   -0.524
 87   -9.115   19.302   -0.839    0.825    0.883
 88   28.747  -11.946   -0.326   -0.230    0.358
 89   19.843  -14.283   -1.953    0.812    0.578
 90   37.854    1.523   -0.422    0.445   -0.848
 91   33.615   15.141   -0.372    0.844   -0.275
 92  -18.915   10.352   -1.511    0.394    0.288
 93   26.903   52.234   -1.444    0.047    0.173
 94  -34.430   29.916   -0.164    0.329   -0.429
 95   75.220   61.314   -1.990   -0.100   -0.411
 96  -29.512   32.054   -1.742    0.361   -0.031
 97   12.399   62.264   -0.864    0.218   -0.690
 98   80.030   15.550   -0.453   -0.987    0.876
 99    3.616   14.527   -1.271    0.622   -0.433
100  -34.689    3.440   -0.891    0.112    0.659
101  106.822   43.319   -1.823   -0.842   -0.024
102   -2.780   21.492   -0.022   -1.028   -0.009
103  -37.895   48.354   -1.318   -0.406    1.028
104   83.732 -106.722   -0.076   -0.082   -0.147
105   55.778 -102.553   -0.424   -0.614    0.807
106  -20.692  -86.299   -0.504   -0.386    0.606
107   21.142  -55.032   -0.916    0.478   -0.160
108   73.181  -64.342   -0.081   -0.450    0.393
109   27.943  -98.419   -1.250    0.753   -0.279
110   22.472 -138.321   -1.800    0.068    0.171
111  -35.626  -66.383   -1.486   -1.034    0.476
112    2.675  -65.970   -1.851   -0.066   -0.219
113   35.336  -78.875   -0.875    0.188   -0.462
114  -11.598  -72.334   -0.531    0.807   -0.776
115  -18.381  -67.384   -0.049    0.596   -0.503
116   -0.240  -92.526   -0.867   -0.333   -0.896
117   17.312  -70.932   -1.573    0.229   -0.503
118   40.774  -68.255   -0.302   -0.242   -0.195
119   65.038  -52.424   -0.131   -0.526    0.466
120  -79.253  -45.523   -0.258   -0.391   -0.357
121    9.228  -40.832   -1.043   -0.993    0.674
122  124.665  -54.350   -0.317    0.611    0.677
123  -46.018  107.641   -1.472   -0.812    0.803
124  -83.588   16.761   -1.951   -0.123   -0.854
125 -123.075   11.011   -1.555    0.105   -0.344
126 -131.705  -11.111   -0.679    0.012   -0.866
127 -131.446  -38.849   -0.971   -0.492   -0.909
128 -143.356  -16.672   -0.418   -0.155   -0.715
129 -143.827   11.033   -0.898   -0.619   -0.385
