  0 6.835726 26.328720 41.709999 1104637590.560000 0.000000
  1 -44.542027 43.155708 28.860001 1104737417.580000 0.000000
  2 -45.730091 20.612234 28.570000 1104959662.490000 0.000000
  3 5.817216 6.826182 41.450001 1104971326.180000 0.000000
  4 52.242680 58.184689 53.060001 1104979610.100000 0.000000
  5 46.413471 -73.168961 51.599998 1104991862.400000 0.000000
  6 -23.082935 63.178993 34.230000 1105000044.210000 0.000000
  7 24.434307 -94.091469 46.110001 1105079756.730000 0.000000
  8 -1.427218 55.442745 39.639999 1105082498.930000 0.000000
  9 -81.044434 -35.263638 19.740000 1105126595.130000 0.000000
 10 8.103248 -7.847806 42.029999 1105161282.640000 0.000000
 11 48.658707 -79.750801 52.160000 1105188684.410000 0.000000
 12 -61.205196 -31.889389 24.700001 1105202508.710000 0.000000
 13 28.267166 78.829895 47.070000 1105237367.180000 0.000000
 14 -60.540699 -10.178753 24.870001 1105266394.140000 0.000000
 15 -68.659134 35.907688 22.830000 1105426716.060000 0.000000
 16 14.147547 -23.453541 43.540001 1105510999.440000 0.000000
 17 -71.433365 -60.460083 22.139999 1105590448.430000 0.000000
 18 -95.683701 -9.301656 16.080000 1105653970.880000 0.000000
 19 79.766891 -11.432523 59.939999 1105668031.170000 0.000000
 20 27.797213 -93.259087 46.950001 1105764112.920000 0.000000
 21 46.801903 35.652054 51.700001 1105911052.380000 0.000000
 22 45.582867 53.133926 51.400002 1106057698.450000 0.000000
 23 1.419321 -35.796131 40.360001 1106074813.420000 0.000000
 24 24.835440 -14.063362 46.209999 1106130185.230000 0.000000
 25 26.318325 -46.674030 46.580002 1106198939.070000 0.000000
 26 11.177499 72.502777 42.790001 1106437971.330000 0.000000
 27 -7.725626 47.762047 38.070000 1106484138.620000 0.000000
 28 -31.733929 -67.785332 32.070000 1106641294.880000 0.000000
 29 27.943918 -43.876987 46.990002 1106663157.170000 0.000000
 30 77.971260 31.878099 59.490002 1106815847.690000 0.000000
 31 -13.893626 -84.157967 36.529999 1106887017.000000 0.000000
 32 -56.082569 -68.429382 25.980000 1106932435.570000 0.000000
 33 -68.434219 51.668789 22.889999 1106970186.250000 0.000000
 34 42.937317 -44.865189 50.730000 1106980898.310000 0.000000
 35 -69.853836 -59.461040 22.540001 1107146566.650000 0.000000
 36 74.146645 -35.408165 58.529999 1107413592.960000 0.000000
 37 77.539093 1.886978 59.380001 1107435968.240000 0.000000
 38 -41.856144 -22.809944 29.540001 1107446868.310000 0.000000
 39 34.960690 22.066082 48.740002 1107477878.070000 0.000000
 40 55.065559 50.925377 53.770000 1107501305.590000 0.000000
 41 -69.009621 -6.526741 22.750000 1107508537.420000 0.000000
 42 -53.006985 -81.027603 26.750000 1107508788.320000 0.000000
 43 31.653870 4.184503 47.910000 1107508980.100000 0.000000
 44 28.683969 -11.299287 47.169998 1107509336.430000 0.000000
 45 3.006125 10.233853 40.750000 1107510179.460000 0.000000
 46 -91.858681 -33.876183 17.040001 1107532019.080000 0.000000
 47 55.161472 58.628204 53.790001 1107537331.430000 0.000000
 48 -26.648811 -69.850258 33.340000 1107548230.360000 0.000000
 49 69.459709 -71.681686 57.360001 1107559422.060000 0.000000
 50 -75.263222 65.410126 21.190001 1107587452.470000 0.000000
 51 -11.063506 86.777061 37.230000 1107666843.140000 0.000000
 52 -27.643536 11.798808 33.090000 1107676456.120000 0.000000
 53 -83.154648 -30.557486 19.209999 1107708637.690000 0.000000
 54 3.343605 -56.641415 40.830002 1107732665.330000 0.000000
 55 63.269821 69.816841 55.820000 1107740210.900000 0.000000
 56 16.229836 24.507683 44.060001 1107795444.670000 0.000000
 57 -3.651293 29.724649 39.090000 1107803897.110000 0.000000
 58 -14.277433 76.565338 36.430000 1107879393.730000 0.000000
 59 -70.012848 -28.548111 22.500000 1108010060.820000 0.000000
 60 -81.210831 1.920400 19.700001 1108083366.920000 0.000000
 61 -50.962688 40.624680 27.260000 1108090958.090000 0.000000
 62 16.859680 -4.195794 44.209999 1108110413.440000 0.000000
 63 34.966419 45.397678 48.740002 1108189177.680000 0.000000
 64 -75.424965 -43.232937 21.139999 1108211204.400000 0.000000
 65 20.771652 -69.572495 45.189999 1108264097.190000 0.000000
 66 8.823953 76.254608 42.200001 1108372350.160000 0.000000
 67 94.014862 8.912788 63.500000 1108620525.850000 0.000000
 68 26.428566 -70.482567 46.610001 1109051223.110000 0.000000
 69 -59.808918 -77.864273 25.049999 1109174466.760000 0.000000
 70 -50.002842 17.116039 27.500000 1109696357.710000 0.000000
 71 -0.788743 -37.572456 39.799999 1109696738.130000 0.000000
 72 91.357941 29.025951 62.840000 1109696992.070000 0.000000
 73 30.720779 45.253151 47.680000 1109718251.850000 0.000000
 74 -93.219330 1.809295 16.690001 1109732898.260000 0.000000
 75 31.210083 29.580574 47.799999 1109914238.940000 0.000000
 76 -27.962505 8.402428 33.009998 1109921003.230000 0.000000
 77 -13.286169 -57.418697 36.680000 1109928648.490000 0.000000
 78 39.851757 -56.686127 49.959999 1109943417.550000 0.000000
 79 63.272350 -59.494011 55.820000 1110011273.320000 0.000000
 80 -72.850060 54.033157 21.790001 1110076923.680000 0.000000
 81 4.651565 -13.563842 41.160000 1110266041.180000 0.000000
 82 -81.266701 21.921556 19.690001 1110439462.190000 0.000000
 83 8.092923 -28.714767 42.029999 1110516748.020000 0.000000
 84 -38.690823 -62.912975 30.330000 1110521434.160000 0.000000
 85 -81.424416 -47.006893 19.650000 1110615173.690000 0.000000
 86 7.257845 86.266251 41.810001 1110760455.130000 0.000000
 87 48.132225 -53.611317 52.029999 1110831163.740000 0.000000
 88 7.054555 64.400246 41.759998 1110872234.330000 0.000000
 89 1.501485 91.605156 40.380001 1110896299.230000 0.000000
 90 -89.757858 38.959911 17.559999 1111050483.070000 0.000000
 91 24.273848 69.428421 46.070000 1111052465.100000 0.000000
 92 -31.222685 59.416779 32.189999 1111107445.560000 0.000000
 93 69.786964 31.911520 57.450001 1111157148.410000 0.000000
 94 -81.910637 -3.962744 19.520000 1111200780.120000 0.000000
 95 61.410797 39.481564 55.349998 1111212864.710000 0.000000
 96 17.483225 29.169577 44.369999 1111217436.590000 0.000000
 97 -20.918177 45.597305 34.770000 1111240774.660000 0.000000
 98 7.955426 50.092995 41.990002 1111286833.910000 0.000000
 99 -4.442979 92.871124 38.889999 1111517906.980000 0.000000
100 22.902994 35.319191 45.730000 1111826362.040000 0.000000
101 -61.069756 -67.963280 24.730000 1111903192.820000 0.000000
102 -8.595747 61.292465 37.849998 1112308498.090000 0.000000
103 21.282293 -33.354530 45.320000 1112506278.700000 0.000000
104 0.723050 58.129135 40.180000 1112607828.700000 0.000000
105 -95.849991 4.128951 16.040001 1112608061.020000 0.000000
106 -2.868860 -18.036947 39.279999 1112755921.760000 0.000000
107 84.304832 43.477280 61.080002 1112861651.680000 0.000000
108 -16.536659 -2.086606 35.860001 1112866357.900000 0.000000
109 -65.246834 -9.989512 23.690001 1112913939.550000 0.000000
110 -68.789055 10.078487 22.799999 1112966829.030000 0.000000
111 -59.064266 80.361427 25.240000 1112968613.860000 0.000000
112 -4.534448 40.990967 38.869999 1113086586.950000 0.000000
113 93.494125 19.346720 63.369999 1113088996.780000 0.000000
114 -68.723549 2.797045 22.820000 1113110287.160000 0.000000
115 16.890131 -34.209045 44.220001 1113124858.910000 0.000000
116 45.538044 -10.688662 51.380001 1113132527.380000 0.000000
117 -8.843233 -83.047813 37.790001 1113181511.700000 0.000000
118 55.402832 80.672157 53.849998 1113225098.730000 0.000000
119 73.129875 -1.942531 58.279999 1113238841.450000 0.000000
120 64.538399 -9.212681 56.130001 1113374907.240000 0.000000
121 50.653446 0.000000 1.300000 1113462614.710000 0.000000
122 13.280045 0.000000 11.080000 1113495872.700000 0.000000
123 90.801651 0.000000 5.450000 1113519077.790000 0.000000
124 -47.324677 0.000000 16.230000 1113619888.410000 0.000000
125 2.327349 0.000000 4.610000 1113644994.230000 0.000000
126 17.566628 0.000000 10.930000 1113649117.830000 0.000000
127 -23.056198 0.000000 9.680000 1113771147.200000 0.000000
128 42.924442 0.000000 16.270000 1113852277.090000 0.000000
129 5.094294 0.000000 14.190000 1113948021.840000 0.000000
130 -75.756081 0.000000 4.510000 1114002812.110000 0.000000
