  0 -0.000000 -20.004686 3.000000 20140722175726.020 0.000000
  1 0.000000 -19.604600 3.000000 20140723175726.030 0.000000
  2 -0.000000 -19.193400 3.000000 20140724175726.030 0.000000
  3 0.000000 -18.793313 3.000000 20140725175726.030 0.000000
  4 0.000000 -18.393226 3.000000 20140726175726.030 0.000000
  5 -0.000000 -17.982024 3.000000 20140727175726.040 0.000000
  6 0.000000 -17.581937 3.000000 20140728175726.040 0.000000
  7 -0.000000 -17.181848 3.000000 20140729175726.040 0.000000
  8 0.000000 -16.770646 3.000000 20140730175726.040 0.000000
  9 -0.000000 -16.370557 3.000000 20140731175726.040 0.000000
 10 0.000000 -15.959355 3.000000 20140801175726.040 0.000000
 11 0.000000 -15.559265 3.000000 20140802175726.040 0.000000
 12 0.000000 -15.159175 3.000000 20140803175726.040 0.000000
 13 -0.000000 -14.747972 3.000000 20140804175726.040 0.000000
 14 -0.000000 -14.347881 3.000000 20140805175726.040 0.000000
 15 0.000000 -13.947790 3.000000 20140806175726.040 0.000000
 16 0.000000 -13.536586 3.000000 20140807175726.040 0.000000
 17 -0.000000 -13.136494 3.000000 20140808175726.040 0.000000
 18 0.000000 -12.736402 3.000000 20140809175726.040 0.000000
 19 0.000000 -12.325197 3.000000 20140810175726.040 0.000000
 20 0.000000 -11.925104 3.000000 20140811175726.040 0.000000
 21 -0.000000 -11.513898 3.000000 20140812175726.040 0.000000
 22 0.000000 -11.113805 3.000000 20140813175726.040 0.000000
 23 0.000000 -10.713712 3.000000 20140814175726.040 0.000000
 24 -0.000000 -10.302505 3.000000 20140815175726.040 0.000000
 25 -0.000000 -9.902411 3.000000 20140816175726.040 0.000000
 26 -0.000000 -9.502317 3.000000 20140817175726.040 0.000000
 27 -0.000000 -9.091109 3.000000 20140818175726.040 0.000000
 28 -0.000000 -8.691014 3.000000 20140819175726.040 0.000000
 29 0.000000 -8.290919 3.000000 20140820175726.040 0.000000
 30 -0.000000 -7.879710 3.000000 20140821175726.040 0.000000
 31 0.000000 -7.479615 3.000000 20140822175726.040 0.000000
 32 -0.000000 -7.068405 3.000000 20140823175726.040 0.000000
 33 -0.000000 -6.668309 3.000000 20140824175726.040 0.000000
 34 -0.000000 -6.268212 3.000000 20140825175726.040 0.000000
 35 -0.000000 -5.857002 3.000000 20140826175726.040 0.000000
 36 0.000000 -5.456905 3.000000 20140827175726.040 0.000000
 37 0.000000 -5.056808 3.000000 20140828175726.040 0.000000
 38 0.000000 -4.645596 3.000000 20140829175726.040 0.000000
 39 -0.000000 -4.245499 3.000000 20140830175726.050 0.000000
 40 0.000000 -3.834287 3.000000 20140831175726.050 0.000000
 41 -0.000000 -3.434188 3.000000 20140901175726.050 0.000000
 42 -0.000000 -3.034090 3.000000 20140902175726.050 0.000000
 43 0.000000 -2.622877 3.000000 20140903175726.050 0.000000
 44 -0.000000 -2.222778 3.000000 20140904175726.050 0.000000
 45 0.000000 -1.822678 3.000000 20140905175726.050 0.000000
 46 -0.000000 -1.411465 3.000000 20140906175726.050 0.000000
 47 0.000000 -1.011365 3.000000 20140907175726.050 0.000000
